1,10,100,309,50,50,180,356,50,50,260,389,50,50,340,399,50,50,420,386,50,50,500,351,50,50,580,304,50,50,660,256,50,50,740,219,50,50,820,201,50,50
2,10,100,319,50,50,180,364,50,50,260,393,50,50,340,399,50,50,420,380,50,50,500,342,50,50,580,295,50,50,660,248,50,50,740,213,50,50,820,201,50,50
3,10,100,329,50,50,180,371,50,50,260,396,50,50,340,397,50,50,420,374,50,50,500,333,50,50,580,285,50,50,660,239,50,50,740,209,50,50,820,201,50,50
4,10,100,338,50,50,180,378,50,50,260,398,50,50,340,394,50,50,420,367,50,50,500,323,50,50,580,275,50,50,660,232,50,50,740,205,50,50,820,202,50,50
5,10,100,347,50,50,180,384,50,50,260,399,50,50,340,390,50,50,420,359,50,50,500,314,50,50,580,265,50,50,660,225,50,50,740,203,50,50,820,205,50,50
6,10,100,356,50,50,180,389,50,50,260,399,50,50,340,386,50,50,420,351,50,50,500,304,50,50,580,256,50,50,660,219,50,50,740,201,50,50,820,208,50,50
7,10,100,364,50,50,180,393,50,50,260,399,50,50,340,380,50,50,420,342,50,50,500,295,50,50,580,248,50,50,660,213,50,50,740,201,50,50,820,212,50,50
8,10,100,371,50,50,180,396,50,50,260,397,50,50,340,374,50,50,420,333,50,50,500,285,50,50,580,239,50,50,660,209,50,50,740,201,50,50,820,217,50,50
9,10,100,378,50,50,180,398,50,50,260,394,50,50,340,367,50,50,420,323,50,50,500,275,50,50,580,232,50,50,660,205,50,50,740,202,50,50,820,223,50,50
10,10,100,384,50,50,180,399,50,50,260,390,50,50,340,359,50,50,420,314,50,50,500,265,50,50,580,225,50,50,660,203,50,50,740,205,50,50,820,230,50,50
11,10,100,389,50,50,180,399,50,50,260,386,50,50,340,351,50,50,420,304,50,50,500,256,50,50,580,219,50,50,660,201,50,50,740,208,50,50,820,237,50,50
12,10,100,393,50,50,180,399,50,50,260,380,50,50,340,342,50,50,420,295,50,50,500,248,50,50,580,213,50,50,660,201,50,50,740,212,50,50,820,245,50,50
13,10,100,396,50,50,180,397,50,50,260,374,50,50,340,333,50,50,420,285,50,50,500,239,50,50,580,209,50,50,660,201,50,50,740,217,50,50,820,254,50,50
14,10,100,398,50,50,180,394,50,50,260,367,50,50,340,323,50,50,420,275,50,50,500,232,50,50,580,205,50,50,660,202,50,50,740,223,50,50,820,263,50,50
15,10,100,399,50,50,180,390,50,50,260,359,50,50,340,314,50,50,420,265,50,50,500,225,50,50,580,203,50,50,660,205,50,50,740,230,50,50,820,273,50,50
16,10,100,399,50,50,180,386,50,50,260,351,50,50,340,304,50,50,420,256,50,50,500,219,50,50,580,201,50,50,660,208,50,50,740,237,50,50,820,282,50,50
17,10,100,399,50,50,180,380,50,50,260,342,50,50,340,295,50,50,420,248,50,50,500,213,50,50,580,201,50,50,660,212,50,50,740,245,50,50,820,292,50,50
18,10,100,397,50,50,180,374,50,50,260,333,50,50,340,285,50,50,420,239,50,50,500,209,50,50,580,201,50,50,660,217,50,50,740,254,50,50,820,301,50,50
19,10,100,394,50,50,180,367,50,50,260,323,50,50,340,275,50,50,420,232,50,50,500,205,50,50,580,202,50,50,660,223,50,50,740,263,50,50,820,311,50,50
20,10,100,390,50,50,180,359,50,50,260,314,50,50,340,265,50,50,420,225,50,50,500,203,50,50,580,205,50,50,660,230,50,50,740,273,50,50,820,321,50,50
21,10,100,386,50,50,180,351,50,50,260,304,50,50,340,256,50,50,420,219,50,50,500,201,50,50,580,208,50,50,660,237,50,50,740,282,50,50,820,331,50,50
